Txhash,                        BlockTimeUnix,                        BlockTime,                        Fee(SOL),                        TokenAccount,                        ChangeType,                        ChangeAmount,                        PreBalancer,                        PostBalancer,                        TokenAddress,                        TokenDecimals,                        TokenMultiplier
THqSEEWXXsCCiExgh9ziZkb63rc3JKL1xrmVh3s9rwb4edKj6PxQba7VD1Y3WYQ9dFzxVGpY3FHtYUHtrTgYGxp,1734455210,2024-12-17T17:06:50,0.000271092,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,inc,865754688,97790720,963545408,So11111111111111111111111111111111111111111,9,1.0
3S1weVAXMRV6EH3P1qNF7DPQV4JT3ehyrS3iD9TyBtGhq3yYG2Wou2jPUBMdFW5ERo5jD7fnzsks8tyD7Rgjb4hx,1734455185,2024-12-17T17:06:25,0.00017,5z2EWA2BwNbjTk5bHDL1oBK1wek9DexbvGPFHj22GMsH,inc,6361000000,0,6361000000,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,6,1.0
3S1weVAXMRV6EH3P1qNF7DPQV4JT3ehyrS3iD9TyBtGhq3yYG2Wou2jPUBMdFW5ERo5jD7fnzsks8tyD7Rgjb4hx,1734455185,2024-12-17T17:06:25,0.00017,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,dec,2209280,100000000,97790720,So11111111111111111111111111111111111111111,9,1.0
4XxYBXrbEDhDcLig5qNqu8VBrqFkNHuRZ4JdbUhYAZ4LaoxzURuW4oXiWyGxdya2iJcyRK3H1PoxpfheHysEYLGN,1734454203,2024-12-17T16:50:03,0.000015,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,inc,100000000,0,100000000,So11111111111111111111111111111111111111111,9,1.0
267eJf9HSNeXpFwF1Q8fSSfv3czLWCeQP5vQoALMtJB1vqXPTfkykyVYWhG3tVWaGZdpQ1xNByN7yzRLDFhPMcAG,1733356798,2024-12-04T23:59:58,0.000015,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,dec,9459394,9459394,0,So11111111111111111111111111111111111111111,9,1.0
33nVvrLkyBpVGko4BDYxcvS7PAzxt5aaBqowAd7QN46oYdTYW22pQdbBWB7HWQwYsF9Ydh8V9xgLEfsdGWFbWYC5,1733344377,2024-12-04T20:32:57,0.000015,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,inc,9459394,0,9459394,So11111111111111111111111111111111111111111,9,1.0
4on4t7DhwhTSd8XTSL4uQJukjMQHK5XgTzxKJpvcj3SVsFdCugDNCqCd1hF6X3MvXpq8EkFRYb18dYMa7PxEv43r,1717553496,2024-06-05T02:11:36,0.00000505,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,dec,247280995,247280995,0,So11111111111111111111111111111111111111111,9,1.0
5xjMEtfY3BGohQJp8z578DsuQurTVCw2qWydeYd41AZCXrGWF3s19x6oM8wcEk4b8Aq56arLGmqoPskgkruVNEbv,1717173100,2024-05-31T16:31:40,0.00000505,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,inc,247280995,0,247280995,So11111111111111111111111111111111111111111,9,1.0
3ySYsicwDr42sC789vuhLk1DhcnkEGgx7J4KZDVX8jtkXyjGh1cT2XbixLpwwuVYBS2BsouBZCZgavhibiEHEYAu,1717159820,2024-05-31T12:50:20,0.00000505,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,dec,111914326,111914326,0,So11111111111111111111111111111111111111111,9,1.0
3A63bA6ruUoi14g8mPC3Gc5ibhsgt4rJbHEvv4rCDFc7XogNXJT6ioxvtaM8AF8n9PyMHWj29PBNb7keMfvB34vF,1716978522,2024-05-29T10:28:42,0.00000505,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,inc,109875046,2039280,111914326,So11111111111111111111111111111111111111111,9,1.0
2AkaXGPR8dSsiGt2HxwRtiK727k7HAw5WXLmSjnyQTxpa7A9sST3PfZNh9Xx5xsMTH248MyotkMmXxf4GtPHcKJq,1712531761,2024-04-07T23:16:01,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1,24000008,24000009,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
5c8Q8V8nJoS45TRy8T2r1FxkyfCn9BNhDBcwe4MAUjMao1JE8d1WXQa2T7QdRPFEPmw89hs4FASTR1LBA93EFwxt,1712486212,2024-04-07T10:36:52,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1,29000004,29000005,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
5bMQdGibz9iTDsZgAEQiPrkWbEnixGoWhzsBaEPjTpSz61gdsiE4hPPy8VTTjrbX4V1umhYBMcHYzqAfKcXgs21b,1712469082,2024-04-07T05:51:22,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1,24000007,24000008,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
4KZhcXrVqWQv63jFGTwMa1VVW9pt2ne92EApSbnHunhDtSSEZQZCPKbf7hcgKoTWBjG3E9KXB1yAtAuVyvpyvZr5,1712464101,2024-04-07T04:28:21,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1,29000003,29000004,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
4tYkJfVMfJebSuWCdNv7tz4JsP31MDHPw2n3NwAsLrjbPgz2fXVJXnF4AcK7FGNvBxEdEXJH1yZqU5ewCirLEVoU,1712406058,2024-04-06T12:20:58,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1,24000006,24000007,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
61CrRxeJQDCyjxupC9wXsZwYpmrHv4fYZS3CP8rnPrmgMVYbhEqugZtagy7mRwNTwSz8uwtdtdL7RSHTDjvf2YVm,1712304786,2024-04-05T08:13:06,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1,24000005,24000006,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
5RRF9oSkEN9gdcmm2oMxEs4f2a1WccUezdLadTXGAYDCUEgSJLzoJ4ZBwhPoQgBx6kj6piH5rab2wv49zaiX81Wb,1712232761,2024-04-04T12:12:41,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1,24000004,24000005,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
4jdHYVqy4CRacrgyQJ51aAHTQ1SzG5rtSRxGB4feHwkjhUEStULfgJ4y9LomdQs4oZGBy7TTmbCkrMhUekSKUd8h,1712178498,2024-04-03T21:08:18,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1,24000003,24000004,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
3qdde9UtzjPxJ5RHJTF7wKGNHXuh9hiDDf6Cepj5A3Kg1JwkxpDY8etswswczS6o1Yd15NAbes4wyBso3oecsWV2,1712157407,2024-04-03T15:16:47,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1,24000002,24000003,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
3WmBTQ8MLCFAUBC3Ls35TH3nVBuk1QZYHPDbivJaAcuV43THHBeh6LPxNKbU4xTKNwjHeGXkL2WHv6DaHiNM7pJA,1711357749,2024-03-25T09:09:09,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1,29000002,29000003,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
2wiegrqpbos58fLp3o61itmUvZRkrwkjfN6UH4DYeqwpc464Jybr3NUALxYFHZtnC8GaEngL9n9ECdfFCSF7EFEy,1711264985,2024-03-24T07:23:05,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1,24000001,24000002,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
4h5NSR1jA9ChaWEBJQoNAQYVgmPhCJ4NPhVHQ4qeYyQg7MYWtsFfcVJsDxEPNwtXpC8yU57p4na9vM7eXjZU62JM,1711186070,2024-03-23T09:27:50,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1,24000000,24000001,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
4ncndAXkuE3T9o3sK6cYycmnynAdt7BGk2ntNwA2VnAZHYgEduzKtXSuiEeV7f14S9DAQukJEgTM8t36yoo6eCve,1711180858,2024-03-23T08:00:58,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1,29000001,29000002,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
EASuNibamZyRtj69LV12c6BMDSo86hfpp3jD1yyFGSGXHGjB11rZsguT5sCnofY1D6r8bEJ12B9Eqgs8pD2NXMk,1710922756,2024-03-20T08:19:16,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1,29000000,29000001,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
5zdcAx7QG6YW8AgEYEwvzt3jUn8Bxa6EqjvTR3QNTUDJJp5iYj4Nw9FyuNvv2UDqb58Mrf5rPzmyrh4tsoaT5zCf,1710766831,2024-03-18T13:00:31,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,28000000,29000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
5wnQKh8E9FZN9vMdFdHDufnR6pAP2mtUyxSu9jDezD8qWkTiANdCmJWEVqHxLTqM11nxkEpdNZK5o9k8KZ2CvGL4,1710759466,2024-03-18T10:57:46,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,23000000,24000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
3yJwiWscrcNh2T8HtPZEkVEr5tX2YB1rYqmXDHgur5DdHVANRRrueY1WkYLsKteKQJGKy9xMCZEuWoBmcWZ8owzj,1710751630,2024-03-18T08:47:10,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,27000000,28000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
2dV7knAqqUNHbD8g7m85TKoiJ5ivj4bhUP9bubTmJ72ecVJFHfKWCk6apBFVLtvSJ9JZbpbmNuWYNLDv7yeoJT8b,1709508656,2024-03-03T23:30:56,0.000025,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,dec,74522000000,74524039280,2039280,So11111111111111111111111111111111111111111,9,1.0
55YGpSAWJUBGbx8f43cXM2C4AgcRESuiU8P1nSXvfpoHT8brnqsTuxzDpjpsrsJ9SqM5nLgnrnHQLHUM21d1CVBR,1709508444,2024-03-03T23:27:24,0.00001,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,inc,74522000000,2039280,74524039280,So11111111111111111111111111111111111111111,9,1.0
2u2g2xgoxGDGerNLmKys54AAZwyvopB4QPodVFpo3Z885HotdGkaTbi5emyYqShuXsWdzsnFHQkhYYfKp6kjv7f7,1709253745,2024-03-01T00:42:25,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,26000000,27000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
2kAH6kdySbkSMcKZvnPBsQoKPfJV2UXqjhg5tm3yz6r1whtER5aTHvkQfttPNWPoiuGJ3HJ1tGRMPrSZXoN2mxpL,1709238209,2024-02-29T20:23:29,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,22000000,23000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
35CvwT8p8Ci9chL85jbVpZEegGLPHGfcmYYdVjrcDomxf5GYP6MaZbDC2jWvTNYeNTqynq7MK5yNqJKrneSpAajc,1709232256,2024-02-29T18:44:16,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,25000000,26000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
2axnnUW8BD7KpQ4WghhuAYLz668SU9PUmzDivsj3xBExPuPQNsabZTSAb15ttGFZW1UDFQwbfaoxiuW8rCvkvcbE,1709204745,2024-02-29T11:05:45,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,21000000,22000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
3qE7RhAB1M5LnARsymfisN9QyGvV5aKiq6mHqFQMUY7m5MzSs82Vtdw89yFbfocxrcCGX8w8Tzp7uhSeogV3njS9,1709119286,2024-02-28T11:21:26,0.000025,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,dec,4642975000,4645014280,2039280,So11111111111111111111111111111111111111111,9,1.0
3uogAX3mBnPq9UerxWutsVj4rG51JzH7FnnFn9nT2dYqnaovVHEssa5u8Cyy2VV7G5XD9CKDC3una1ZXB3HE7XCQ,1709118914,2024-02-28T11:15:14,0.00001,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,inc,4623000000,22014280,4645014280,So11111111111111111111111111111111111111111,9,1.0
2K9sftH6u2Gn9kaM8yqcfL54hxmrkvXcZF8vzjvdGA3GM8LTD3LkvuPgoSCd8Kp9TqbQGaRadPm7WJZU7svBBr2N,1708971283,2024-02-26T18:14:43,0.000025,2hoHzozaV6CazkZp64WEnTW1z1hh948RuNKiJZ4yHGs2,dec,25000,22039280,22014280,So11111111111111111111111111111111111111111,9,1.0
2K9sftH6u2Gn9kaM8yqcfL54hxmrkvXcZF8vzjvdGA3GM8LTD3LkvuPgoSCd8Kp9TqbQGaRadPm7WJZU7svBBr2N,1708971283,2024-02-26T18:14:43,0.000025,Ge1vXsg4GBb15s2nKDjVjA6xEFc9nEyxAuChEgwjqekS,dec,3505166351,3505166351,0,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,6,1.0
3G6QDBWeTAepqWurko4pdsR7Ls3gahr9A8kxZNHcTqbcA6z5pW6zYTYeunzVSmESpzsb3BwyRJAYCPJaMDzWg73o,1708865374,2024-02-25T12:49:34,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,20000000,21000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
2YsaUWmLB9MxRNX1TjUzbveBf9fjm9PovVYe5YanRCdj6QSRa9XZJPto9cuEhDHVx8uaWP5duQfUyMR9rh2Skudp,1708855437,2024-02-25T10:03:57,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,24000000,25000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
3BUmqsUGQvh2yLMQyFTWv79RWGkLsvqvaWLVSXeBXkM5Bv4C3AUf7ysbbvxeP4uGHNfCUEkLHsmpViM9upzoudjG,1708814497,2024-02-24T22:41:37,0.00001,5BJDKspDFZjaS5rGLFe9UHnzhaqpvTc4LekNbbXnYjin,inc,1000000,23000000,24000000,12CktnZjSPy3cyfNALXo7e5YnXdY4v8ZeL4SX4iMuZ5N,6,1.0
2CZQ8pUnnrKohAhP521LFGdNbG1cFbnYHH2kHpvEK8ZyxMf8GgAsozQWmYgwM3AEWddWnz8rrys3N5HaqfFD9SYx,1708811252,2024-02-24T21:47:32,0.00001,23yULSTmqXpkffEdNZKGWf5aiRnxtWskfkbz8fsxJZ4B,inc,1000000,19000000,20000000,9zcHWbmRxsbFRjmx3fy9KQuwX7MkJKx5xDwzZGxU9hNc,6,1.0
